0.000104913 0.763273 0.332131 0.123485 0.416072 0.925822 
0.000210079 0.530796 0.0892807 0.54066 0.879166 0.144253 
0.000342038 0.748625 0.136147 0.221259 0.6949 0.191224 
0.000406234 0.827568 0.93562 0.970977 0.202087 0.482574 
0.00077852 0.0845781 0.503409 0.802754 0.892257 0.168005 
0.000805662 0.540769 0.709543 0.28138 0.149797 0.637507 
0.00107324 0.0379419 0.69029 0.700409 0.771303 0.281934 
0.00143019 0.0372844 0.63948 0.738164 0.323179 0.671609 
0.00168224 0.273409 0.177304 0.941671 0.669534 0.864832 
0.00171086 0.754386 0.963612 0.422352 0.472042 0.608175 
0.0017123 0.778663 0.993831 0.310062 0.204751 0.252145 
0.00171597 0.840288 0.722374 0.946369 0.61589 0.261372 
0.00202796 0.0839555 0.0404303 0.512239 0.204279 0.310439 
0.00204263 0.330447 0.823068 0.301862 0.390184 0.814581 
0.00207876 0.93775 0.760814 0.0080481 0.26447 0.953902 
0.0023249 0.0746277 0.267947 0.380465 0.468503 0.125788 
0.00243578 0.938235 0.914522 0.36418 0.779266 0.127593 
0.00248825 0.820048 0.540187 0.927043 0.80693 0.0777672 
0.00288206 0.438792 0.784544 0.836812 0.306198 0.264912 
0.00289341 0.629584 0.412744 0.983357 0.279114 0.0646258 
0.00311492 0.352501 0.491648 0.123467 0.101718 0.579023 
0.00314736 0.897655 0.887819 0.567789 0.835308 0.0137123 
0.00319145 0.638656 0.8856 0.279695 0.829798 0.415751 
0.00325355 0.68249 0.606556 0.383937 0.832493 0.713273 
0.00367793 0.814965 0.122864 0.982661 0.58507 0.274649 
0.00382775 0.333061 0.748511 0.217051 0.971766 0.46945 
0.00417858 0.229416 0.791946 0.244371 0.146556 0.175048 
0.00427097 0.782238 0.0729542 0.140743 0.460581 0.989855 
0.00478493 0.420343 0.697408 0.335745 0.866888 0.779597 
0.00498481 0.779749 0.240666 0.875455 0.766815 0.854119 
0.00527824 0.711356 0.752495 0.190313 0.598493 0.875128 
0.00531695 0.361985 0.883437 0.927564 0.55991 0.413875 
0.00538432 0.494234 0.586786 0.105131 0.933146 0.382879 
0.00549842 0.412015 0.73793 0.388887 0.0201225 0.199502 
0.00557758 0.742412 0.714999 0.982001 0.497398 0.769422 
0.00560208 0.154165 0.0495706 0.133607 0.539489 0.18655 
0.00564399 0.858593 0.371268 0.901842 0.261913 0.967287 
0.0057692 0.963025 0.567122 0.616927 0.695886 0.749755 
0.00584041 0.159701 0.0895423 0.937507 0.677007 0.458657 
0.00587211 0.692629 0.0236881 0.126316 0.99909 0.710922 
0.00587859 0.801463 0.18817 0.573927 0.987825 0.372125 
0.00588787 0.957435 0.60475 0.0323928 0.426304 0.890399 
0.00599455 0.250382 0.162405 0.533457 0.314351 0.303202 
0.00621044 0.378808 0.619823 0.372709 0.124588 0.952358 
0.00630147 0.408835 0.797023 0.0685798 0.120104 0.082587 
0.00633916 0.542298 0.399827 0.885556 0.532457 0.9964 
0.00634098 0.572922 0.107192 0.569181 0.230423 0.714599 
0.00635461 0.801906 0.639797 0.0696981 0.415983 0.418432 
0.00636194 0.925101 0.17612 0.0530748 0.0277091 0.707516 
0.00654934 0.0746983 0.454354 0.325307 0.4349 0.357937 
0.00661992 0.261043 0.346894 0.246861 0.997847 0.814085 
0.00665852 0.909684 0.0672375 0.0603595 0.462131 0.0299547 
0.00673537 0.201309 0.906104 0.384708 0.286653 0.270981 
0.00678268 0.996523 0.566144 0.17468 0.850607 0.151673 
0.00709591 0.761013 0.840485 0.528511 0.177672 0.127974 
0.00742126 0.229086 0.24154 0.565785 0.141293 0.712038 
0.00766742 0.866367 0.0228686 0.351875 0.965807 0.321437 
0.00778675 0.871956 0.962227 0.149544 0.877939 0.0200799 
0.00785389 0.000342219 0.751677 0.435884 0.907334 0.568452 
0.00787706 0.389821 0.729704 0.134743 0.63115 0.730022 
0.00793721 0.40066 0.887345 0.606947 0.964888 0.880871 
0.00799035 0.293875 0.163568 0.0867642 0.245795 0.07291 
